Protein ID,H1975_TGFb_Rep1_1,H1975_TGFb_Rep1_2,H1975_TGFb_Rep2_1,H1975_TGFb_Rep2_2,H1975_TGFb_Rep3_1,H1975_TGFb_Rep3_2,H1975_unst_Rep1_1,H1975_unst_Rep1_2,H1975_unst_Rep2_1,H1975_unst_Rep2_2,H1975_unst_Rep3_1,H1975_unst_Rep3_2,H838_TGFb_Rep1_1,H838_TGFb_Rep1_2,H838_TGFb_Rep2_1,H838_TGFb_Rep2_2,H838_TGFb_Rep3_1,H838_TGFb_Rep3_2,H838_unst_Rep1_1,H838_unst_Rep1_2,H838_unst_Rep2_1,H838_unst_Rep2_2,H838_unst_Rep3_1,H838_unst_Rep3_2
A0A0B4J2D5,256097088.0,224989648.0,189897472.0,226700592.0,226299744.0,215687648.0,248587984.0,350965632.0,240261136.0,302241632.0,252692416.0,301255232.0,276384640.0,310198336.0,196714704.0,226611984.0,261413888.0,315382240.0,284652800.0,308756384.0,271636768.0,257072832.0,244337328.0,253685552.0
A0AVT1,535837856.0,534120032.0,530518208.0,561228610.0,569221760.0,557521860.0,429171296.0,394576448.0,431233856.0,409444384.0,425901792.0,427528736.0,360088160.0,345636448.0,318735072.0,334567936.0,384577824.0,366920064.0,362595808.0,342701824.0,334482784.0,371651744.0,324987232.0,385820992.0
A0JLT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79950272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130335528.0,0.0,0.0,0.0
A0MZ66,108947752.0,83872496.0,62338752.0,0.0,61267868.0,75080672.0,117229400.0,86081496.0,0.0,0.0,0.0,58839964.0,129816320.0,104363656.0,108469800.0,93496496.0,108276240.0,109089176.0,96638336.0,102914456.0,107284608.0,119785280.0,110790184.0,111038176.0
A1L0T0,86085584.0,99675264.0,108705584.0,54282716.0,107321440.0,111930896.0,132236680.0,136177616.0,119513480.0,124447664.0,108560480.0,148988320.0,44203624.0,0.0,40196724.0,59319316.0,69017520.0,37497900.0,94634672.0,92496984.0,79763808.0,56490484.0,91828896.0,90383088.0
A1X283,119833184.0,101358040.0,96638360.0,96741888.0,97541592.0,91276832.0,67269816.0,84857296.0,110706456.0,103106992.0,100246344.0,105305320.0,121906048.0,102057992.0,85011504.0,87890624.0,91391664.0,112883152.0,96279432.0,79499904.0,78637568.0,128166960.0,92977344.0,101764904.0
A2RRP1,61808588.0,60791068.0,64987564.0,72298520.0,71008088.0,72419608.0,67202328.0,65077484.0,64587824.0,68739496.0,51191336.0,78240384.0,32545274.0,39645096.0,61892796.0,53441452.0,51351204.0,53974024.0,60695756.0,66629464.0,57614488.0,55371656.0,62028180.0,55496320.0
A3KMH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60634680.0,0.0,0.0,25648778.0,0.0,0.0,0.0,64722216.0,41250316.0,40367124.0,0.0,0.0
A3KN83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4D1E9,46376484.0,0.0,0.0,0.0,59029120.0,0.0,127014320.0,115404160.0,74635376.0,0.0,64421296.0,84776464.0,51436092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60592756.0,0.0,0.0
A5PLL7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A5YKK6,193886368.0,208376416.0,226370304.0,209082240.0,216615104.0,206030688.0,206064640.0,196356352.0,194495568.0,183787184.0,176276608.0,202123344.0,152433136.0,191439040.0,178669936.0,178195280.0,173201344.0,185424032.0,187840000.0,197989008.0,161113056.0,166213408.0,184241296.0,179939040.0
A6ND36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A6NDG6,330340768.0,344462496.0,318296128.0,302266528.0,364637568.0,366083712.0,541882690.0,496579936.0,433571616.0,441652736.0,364405344.0,413447424.0,111162400.0,116460184.0,96279784.0,109556904.0,100583432.0,122221432.0,112392984.0,104687800.0,111890680.0,135003696.0,104431832.0,134857040.0
A6NDU8,0.0,0.0,0.0,0.0,55910060.0,59173884.0,162205152.0,135456256.0,83571376.0,84306632.0,66767296.0,102704960.0,85368712.0,72971440.0,106154112.0,103507400.0,100433880.0,110119944.0,99691352.0,116590200.0,123412496.0,101027320.0,123385104.0,121809344.0
A6NFQ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A6NHR9,0.0,64216440.0,72159048.0,78707872.0,66444316.0,83079960.0,95304432.0,72675264.0,55617772.0,82643008.0,93116192.0,78988672.0,65057340.0,56939748.0,82437624.0,69157624.0,61389844.0,74373232.0,82355456.0,95690496.0,87351024.0,73846984.0,87630880.0,67208752.0
A7E2V4,0.0,66959260.0,0.0,54925276.0,0.0,0.0,0.0,0.0,52177888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A8MWD9,542551100.0,531653888.0,428595680.0,413429632.0,457654944.0,472134496.0,864951870.0,897634500.0,531173792.0,467451488.0,670543940.0,755031550.0,908077310.0,813824770.0,986439740.0,1002480960.0,856703680.0,1045834750.0,1264823420.0,1233175940.0,1130026240.0,1176963710.0,1146058110.0,1068151230.0
A8MXV4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B7ZAP0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92780480.0,81426816.0,0.0,0.0,154796880.0,0.0,0.0,0.0,148306080.0,127559192.0,0.0,113549512.0,107375600.0,0.0,103243904.0,131942720.0
E9PRG8,0.0,0.0,0.0,0.0,0.0,0.0,123672080.0,128238768.0,124735880.0,134470128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62817916.0,0.0,0.0,0.0,0.0,0.0,0.0
O00116,348043680.0,354614624.0,307652992.0,320393056.0,341528960.0,311273344.0,281967392.0,251454864.0,253716720.0,278621888.0,253833680.0,285724672.0,585704260.0,551727550.0,543943680.0,582830140.0,600742980.0,569014590.0,563039620.0,584305920.0,533536672.0,546603010.0,509270720.0,534048096.0
O00142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68351920.0,0.0,0.0,0.0,0.0,70793232.0,73656920.0,77401392.0,0.0,73954960.0,0.0,0.0,75699344.0,67309392.0
O00151,951115780.0,881135490.0,746485120.0,809238720.0,834281790.0,851849540.0,1079817980.0,1034931260.0,959005310.0,931315260.0,996033150.0,1081068670.0,1142670590.0,1112689790.0,1002180930.0,997982340.0,1084912260.0,1161049860.0,1055637120.0,1066254460.0,1095468160.0,1136035840.0,1051020290.0,1181785090.0
O00154,857869380.0,896327170.0,934305470.0,1000187840.0,916368320.0,819220160.0,816208190.0,842113410.0,836044480.0,825390530.0,928923460.0,1024244160.0,632574590.0,712845180.0,719997700.0,747955140.0,711004990.0,748107970.0,793940350.0,720364990.0,664776320.0,771999550.0,788466110.0,794105540.0
O00161,122151808.0,142085584.0,214389456.0,210897616.0,197535872.0,191828416.0,85022608.0,92514560.0,154112176.0,162578000.0,123269760.0,160368000.0,202341344.0,187318400.0,199555184.0,186710704.0,208933648.0,229188016.0,147397648.0,137308512.0,214296304.0,214075104.0,233341776.0,259902336.0
O00165,70781224.0,55303008.0,0.0,0.0,69266752.0,65126972.0,102888336.0,93251400.0,72128112.0,0.0,93713512.0,90308104.0,0.0,0.0,0.0,0.0,60719292.0,72912920.0,0.0,0.0,49352496.0,0.0,49208912.0,72995728.0
O00170,286320096.0,337386624.0,287396480.0,234672896.0,293820256.0,261313888.0,453578592.0,461263904.0,428185280.0,383368800.0,422218720.0,345212128.0,524553600.0,435305408.0,390245184.0,370700448.0,450966080.0,426351872.0,435179744.0,362594240.0,474240096.0,524204288.0,472860192.0,509040384.0
O00192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O00193,719391550.0,739010690.0,892800640.0,788030850.0,689771840.0,738825410.0,325485824.0,351851008.0,670398400.0,672591300.0,534089312.0,523705984.0,666874500.0,0.0,552356350.0,610547840.0,585547520.0,556490750.0,505134592.0,508592928.0,582610240.0,620061950.0,534079936.0,532773024.0
O00217,149397968.0,160252784.0,123627512.0,147223232.0,151775024.0,156264848.0,238220544.0,219138576.0,203291264.0,181316800.0,191654272.0,163788608.0,154262160.0,131528992.0,141451248.0,148603424.0,154340160.0,155739184.0,163974592.0,155930304.0,179835104.0,171116704.0,151974064.0,157287184.0
O00220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40883296.0,0.0,0.0,0.0,21736054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O00231,520323328.0,545697410.0,449129984.0,478462176.0,562145790.0,550138820.0,890648450.0,872338430.0,681990020.0,632668350.0,622909120.0,651119040.0,853420100.0,875232380.0,843655360.0,909036740.0,850779330.0,868088700.0,820380480.0,791976130.0,793753920.0,919047360.0,782834750.0,950844350.0
O00233,166588448.0,176610800.0,0.0,169900224.0,153881904.0,170079504.0,262225824.0,225764304.0,216114672.0,219005264.0,251476352.0,215932576.0,255489984.0,163210784.0,212406384.0,268178560.0,225339152.0,263580224.0,205039824.0,182111408.0,212198800.0,249105600.0,266920768.0,229417568.0
O00255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O00264,101027352.0,230870960.0,0.0,0.0,0.0,0.0,138945280.0,145660304.0,122634816.0,93448240.0,0.0,127456672.0,223241312.0,262794880.0,191547856.0,193535952.0,255600176.0,245909552.0,232792448.0,204270128.0,211632224.0,230677728.0,219107568.0,340268288.0
O00267,106576136.0,91337832.0,102639352.0,90701144.0,88978616.0,88344480.0,87182632.0,74751136.0,98719264.0,89780528.0,81416312.0,81996088.0,184579760.0,162121104.0,189506320.0,194473568.0,197435520.0,191889792.0,180690064.0,187066512.0,174614608.0,194518480.0,175440752.0,171754000.0
O00273,270234464.0,268988384.0,277137824.0,250273168.0,289823008.0,292939072.0,431798304.0,413967296.0,296002880.0,320159520.0,276402048.0,372165824.0,371486144.0,381099712.0,341460672.0,332466656.0,386707648.0,391122176.0,348685280.0,385201248.0,364990592.0,355757120.0,362512352.0,391165568.0
O00299,3659516160.0,3616873980.0,3188983810.0,3513040900.0,3950255360.0,3919797250.0,4138551550.0,4051205630.0,3731066880.0,3968094210.0,3470789380.0,3557526020.0,3205756930.0,3013967870.0,3351101700.0,3266780670.0,3317420540.0,3250795260.0,3072573440.0,2984866050.0,3064552450.0,3272204290.0,3120680700.0,3305132030.0
O00303,413043872.0,456475104.0,381712256.0,428973600.0,446951648.0,416599040.0,635721020.0,658469890.0,461643616.0,490899616.0,475035104.0,530417856.0,455163712.0,653838020.0,569865600.0,550938180.0,510361888.0,531022240.0,582477380.0,559100930.0,517344608.0,561920640.0,532568800.0,557723900.0
O00308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O00330,0.0,0.0,0.0,0.0,0.0,0.0,59782244.0,62788196.0,0.0,0.0,0.0,39246380.0,106391016.0,108763568.0,84579792.0,94726144.0,89889016.0,90195600.0,93252544.0,97958568.0,118501464.0,95633416.0,97547960.0,89621168.0
O00339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48822200.0,54731240.0,0.0,0.0,54436408.0,0.0,0.0,68914360.0,65779708.0
O00399,91050456.0,108375536.0,83334160.0,67076732.0,111386000.0,125042480.0,132592016.0,118626688.0,78911584.0,83550064.0,112581384.0,0.0,0.0,0.0,0.0,0.0,73140032.0,84145744.0,0.0,0.0,147712864.0,84104304.0,139104464.0,0.0
O00400,98831792.0,0.0,0.0,0.0,161651408.0,0.0,0.0,0.0,0.0,0.0,0.0,103725856.0,175924400.0,149123856.0,230706208.0,0.0,198976864.0,221480336.0,191584032.0,0.0,185785520.0,194582224.0,0.0,150914608.0
O00401,65835112.0,65571464.0,63943564.0,76952584.0,86649000.0,80703112.0,124798840.0,98352416.0,82743200.0,69807928.0,73197320.0,88218376.0,67343848.0,66837128.0,76852144.0,68653584.0,74139792.0,75331112.0,80437904.0,60582784.0,58555796.0,63352204.0,78774888.0,70776904.0
O00411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20527390.0,0.0,0.0,30201930.0,0.0,0.0,0.0,0.0,27003228.0
O00418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107257304.0,136847776.0,95617272.0,102732392.0,110225656.0,106750416.0,104150664.0,0.0,96978672.0,93031488.0,92966360.0,108845208.0
O00422,133634248.0,149657008.0,105517224.0,116141600.0,113382656.0,125525048.0,200751632.0,192132080.0,144051136.0,142149776.0,160890832.0,160729936.0,187732496.0,185511232.0,184604912.0,199900016.0,178210448.0,172173072.0,214574400.0,209821904.0,180525824.0,198221696.0,194948416.0,177847072.0
O00425,694021060.0,702282050.0,686374850.0,687385920.0,718306820.0,744820670.0,706422020.0,689009020.0,679554370.0,737907260.0,740801790.0,650947780.0,1055789700.0,1108494340.0,905534660.0,979796670.0,966041790.0,1080407550.0,905362430.0,886191870.0,883940860.0,916276480.0,939890820.0,922961150.0
O00429,186146400.0,191453744.0,212621120.0,193120672.0,209756464.0,208376192.0,195585984.0,184329584.0,172924896.0,168693808.0,181351280.0,180070640.0,1988822660.0,1931753600.0,1989653250.0,2033716740.0,2041578370.0,2053984770.0,1935183490.0,1954903300.0,1915240700.0,2041724540.0,1971836160.0,2037890180.0
O00442,129976128.0,157564592.0,141487760.0,152729408.0,152719904.0,151539024.0,140421040.0,119126816.0,113340504.0,135879600.0,157472032.0,151928384.0,512262208.0,474816512.0,517164128.0,495476096.0,546264640.0,536741856.0,572348990.0,597996990.0,543526910.0,563187010.0,533574240.0,571807360.0
O00443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70049976.0,0.0,0.0,118609240.0,0.0,0.0,0.0,0.0
O00458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65918064.0,70385416.0,65184732.0,69608888.0,70047008.0,81589120.0,76844032.0,47668348.0,72191792.0,65555900.0,83681664.0,63413304.0
O00459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12880033.0,0.0,0.0,0.0,0.0,0.0,32105224.0,0.0,40349928.0,32540648.0,40610484.0,40552440.0,36546232.0,42486828.0,31332844.0,42646416.0,36834604.0
O00461,0.0,0.0,46169844.0,0.0,0.0,0.0,0.0,52660400.0,0.0,0.0,0.0,40260764.0,176070816.0,141231312.0,134632480.0,158382816.0,184019504.0,158931440.0,157354016.0,140409152.0,148346176.0,151397280.0,143495792.0,150006464.0
O00462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170857392.0,0.0,0.0,0.0,191912960.0
O00468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73271112.0,96867544.0,78415088.0,72944336.0,81397880.0,73795392.0,93878552.0,105589464.0,95526200.0,97676768.0,94926872.0,90255392.0
O00479,0.0,0.0,0.0,76694208.0,0.0,0.0,0.0,113232256.0,0.0,0.0,114575256.0,0.0,0.0,231609040.0,170035424.0,200296416.0,169031456.0,197520032.0,212946400.0,188942976.0,139135712.0,232513360.0,181557472.0,129895248.0
O00483,0.0,217527344.0,0.0,0.0,0.0,147424720.0,237029616.0,0.0,260822832.0,277026144.0,0.0,0.0,288129504.0,295832640.0,228996608.0,0.0,0.0,0.0,221453472.0,0.0,212337552.0,230079344.0,258834576.0,0.0
O00487,647256900.0,682661250.0,641921860.0,674556030.0,740117760.0,773132800.0,916541890.0,797835520.0,838281020.0,761148930.0,732340540.0,699845180.0,832226620.0,663146050.0,766737980.0,837981310.0,881906620.0,846087230.0,850639680.0,744388800.0,779922240.0,849038590.0,731785280.0,960906180.0
O00534,0.0,0.0,37619068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79468296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O00541,729126590.0,719788740.0,724859010.0,793084100.0,724254210.0,743563780.0,719383680.0,722855230.0,854433280.0,794141630.0,753142080.0,737555580.0,365624704.0,365837696.0,369964224.0,357196192.0,371563104.0,370858528.0,329489248.0,323592032.0,319665152.0,349250976.0,347877632.0,361092672.0
O00566,118166168.0,113009920.0,144508304.0,116956504.0,128258696.0,130122064.0,128899464.0,139795776.0,108033640.0,111726024.0,152927856.0,152259232.0,93944648.0,97073192.0,119511328.0,125439832.0,100921064.0,105757800.0,141116016.0,117387496.0,96778744.0,78398520.0,106385200.0,110565904.0
O00567,558585410.0,569624000.0,653403010.0,650120900.0,553946820.0,609486400.0,485181152.0,528600960.0,624980220.0,605134850.0,633087360.0,563869500.0,617952000.0,615133500.0,500403360.0,546136190.0,638164540.0,596804290.0,556030850.0,544848000.0,513030944.0,578480510.0,540896640.0,590373950.0
O00592,187752240.0,0.0,222299184.0,216968944.0,0.0,210762464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O00622,149136448.0,177655088.0,0.0,0.0,0.0,181349104.0,0.0,85478448.0,0.0,0.0,0.0,0.0,317381056.0,337863520.0,484411872.0,453660256.0,427469504.0,407201920.0,375776512.0,346321696.0,369024992.0,401672640.0,301916416.0,455857216.0
O00625,0.0,0.0,73357352.0,0.0,0.0,0.0,78560680.0,80623776.0,0.0,66768776.0,72022888.0,0.0,1023913150.0,1252646400.0,1000204220.0,1014515260.0,1031961020.0,1237896580.0,1241618690.0,1019934270.0,972142910.0,1135657860.0,998588860.0,1066153340.0
O00743,336858368.0,353491616.0,326871040.0,331740608.0,330576736.0,336417792.0,308645888.0,335357728.0,361222528.0,371102688.0,335185440.0,342140672.0,288630176.0,346994624.0,268938112.0,291040128.0,355179008.0,313130752.0,280531840.0,281512032.0,231779408.0,285798336.0,232300352.0,330857088.0
O00746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356047136.0,296906048.0,315761088.0,328019136.0,356867264.0,343038560.0,313543904.0,336058336.0,303634560.0,369710752.0,320917632.0,326318016.0
O00754,0.0,33535040.0,0.0,0.0,0.0,0.0,0.0,58418588.0,0.0,0.0,0.0,0.0,198340480.0,208918160.0,177708224.0,200698192.0,260214304.0,196308256.0,220071040.0,198104768.0,201586704.0,197559584.0,202228272.0,199738448.0
O00764,602561020.0,615921220.0,626239740.0,536534720.0,585993340.0,629625280.0,639360380.0,533893504.0,540905090.0,528678592.0,528840832.0,472923040.0,342043680.0,318115424.0,351923424.0,325616128.0,341497856.0,334008192.0,304198784.0,314196448.0,329505088.0,331245184.0,324004960.0,341260032.0
O00767,1205360640.0,1330506370.0,1189144190.0,1407175170.0,0.0,1205730050.0,503413248.0,763947070.0,925889150.0,680354690.0,667159360.0,773834880.0,358322240.0,311831712.0,298399744.0,338573728.0,299321280.0,218437504.0,188108176.0,193756400.0,163864592.0,0.0,197392576.0,315262208.0
O14497,0.0,0.0,0.0,0.0,0.0,76179520.0,63738068.0,70623520.0,0.0,0.0,103842192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O14530,93508952.0,96605464.0,0.0,72834920.0,94964656.0,0.0,130868576.0,123903392.0,83596464.0,70159640.0,95776384.0,103455024.0,195940192.0,232439872.0,269979840.0,247077840.0,218506912.0,260206224.0,253245312.0,299669152.0,215117248.0,212710272.0,236485504.0,221331968.0
O14545,0.0,0.0,0.0,0.0,0.0,0.0,96610664.0,92509720.0,90310656.0,86664608.0,79335344.0,79083168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O14548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73118016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69686776.0,63237864.0
O14558,38367268.0,0.0,0.0,0.0,0.0,49821672.0,0.0,157489968.0,0.0,0.0,51637340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O14562,78760112.0,135991520.0,0.0,0.0,145248080.0,0.0,73852936.0,113634792.0,0.0,107231896.0,67081192.0,0.0,180904640.0,171084992.0,173832368.0,186182608.0,220198528.0,196040032.0,223472256.0,211711696.0,204286992.0,191126880.0,215008768.0,234198848.0
O14579,294171392.0,321713632.0,274202176.0,298379808.0,326868928.0,326176960.0,467879840.0,551095680.0,336317344.0,376894272.0,333919456.0,409273632.0,479152768.0,618121220.0,526659904.0,584101120.0,481947744.0,520034464.0,541030910.0,537161660.0,465341056.0,520506336.0,440186400.0,514879968.0
O14617,395903488.0,390331200.0,429762240.0,439253024.0,376455040.0,384645184.0,359073344.0,355305120.0,382880096.0,398348672.0,354288224.0,382837888.0,207900336.0,218874336.0,199410688.0,213079520.0,226649792.0,238972016.0,210767312.0,209600272.0,198280800.0,207006320.0,199471152.0,241512672.0
O14618,235821328.0,251498944.0,204736224.0,253289712.0,276500896.0,263515296.0,375799424.0,362072864.0,310789664.0,311999424.0,285024928.0,366287008.0,218087904.0,216397840.0,186931248.0,210690816.0,196684576.0,225577376.0,225768016.0,229535904.0,199561824.0,243705072.0,197764016.0,290493056.0
O14639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132949376.0,103002752.0,121746560.0,117708816.0,143503216.0,137123872.0,123651592.0,120522056.0,115071800.0,126096520.0,137430672.0,126036632.0
O14641,114471168.0,113485328.0,128305360.0,130578216.0,114991024.0,114709600.0,103043760.0,136589648.0,148915936.0,142817104.0,148833488.0,127159232.0,126093424.0,107127928.0,98686768.0,115304952.0,126952712.0,125363792.0,121437152.0,102362056.0,100955456.0,111798896.0,91705280.0,117347776.0
O14646,0.0,71372216.0,0.0,74899896.0,0.0,0.0,0.0,0.0,64250212.0,69598696.0,80656736.0,92105152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53669844.0,0.0,0.0
O14647,0.0,0.0,69281624.0,84864912.0,0.0,0.0,0.0,0.0,88090288.0,0.0,0.0,0.0,0.0,0.0,84746680.0,0.0,0.0,0.0,0.0,86102544.0,0.0,68153952.0,0.0,0.0
O14653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O14657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81677696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59619568.0,115560016.0
O14662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O14684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150776640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102065816.0,0.0,0.0,0.0,0.0,117956696.0,0.0
O14730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O14733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O14734,115551568.0,119138600.0,165666288.0,148875632.0,155202960.0,144723504.0,140845424.0,152614816.0,123559248.0,127485328.0,133108336.0,161646832.0,301681760.0,421434752.0,374762016.0,393004192.0,332218336.0,349700032.0,392632512.0,417594112.0,344371104.0,369836064.0,332841184.0,346434464.0
O14735,0.0,0.0,0.0,0.0,169672256.0,194795408.0,210750688.0,180323568.0,183701424.0,159382560.0,230434144.0,184798848.0,0.0,199588160.0,158487248.0,206093024.0,185500192.0,172390768.0,174884752.0,228792896.0,229352512.0,188399136.0,213979648.0,201566544.0
O14744,563195330.0,562445120.0,522539552.0,551573250.0,554552190.0,559434820.0,576323070.0,578331390.0,608169790.0,629312640.0,553223740.0,584798400.0,569927100.0,561116100.0,514239968.0,535190688.0,553007300.0,537399300.0,530025280.0,547300930.0,521720768.0,563892030.0,562739780.0,616234500.0
O14745,346173792.0,377828032.0,296912896.0,333804416.0,364628256.0,366482656.0,476640960.0,476186464.0,470490016.0,381608864.0,415188736.0,386929312.0,191957680.0,211951344.0,189661936.0,167745664.0,189078496.0,198354768.0,189038032.0,175525072.0,173802848.0,220871376.0,175010336.0,179534944.0
O14773,252659552.0,274393632.0,215122576.0,291199872.0,301922720.0,297711328.0,365807200.0,314009184.0,306324576.0,311931264.0,258963216.0,307348416.0,194013152.0,218669104.0,171123648.0,183958560.0,245050592.0,204264656.0,174517600.0,190370032.0,178893840.0,0.0,186326160.0,212289424.0
O14786,0.0,0.0,0.0,0.0,169156896.0,0.0,311956416.0,335444096.0,292576000.0,326515808.0,315654976.0,399874624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O14787,609430660.0,551125630.0,676796860.0,574190460.0,588326720.0,533519136.0,557122110.0,493374400.0,572184260.0,523328672.0,447778528.0,530728352.0,434061056.0,465683424.0,457575456.0,424324448.0,530655104.0,526877792.0,509090592.0,500613696.0,480361152.0,452436064.0,532499392.0,495454656.0
O14802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O14828,365414336.0,398735552.0,347430336.0,394700992.0,358405856.0,380192256.0,313668896.0,347162816.0,416116800.0,371779776.0,381958752.0,350384320.0,480538368.0,567210050.0,396824928.0,387646368.0,432397792.0,433270944.0,384589280.0,376142944.0,380496032.0,445513440.0,382185664.0,457900736.0
O14841,0.0,0.0,0.0,1810706430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205588928.0,0.0,0.0,340658656.0,320475808.0,0.0,298989056.0,279238496.0,218100976.0,270204320.0,265354720.0,291751808.0
O14879,116096776.0,125540776.0,110585008.0,91942696.0,115061336.0,99187296.0,282711776.0,257356736.0,182235200.0,191241456.0,214003920.0,204296192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
